review,rating
smoga makin lancar dan tidak ribet semakin lancar amplikasinya,5
"jauh lebih mudah untuk klaim, ga perlu dateng ke kantor cabang lagi. mantaapp!!!",5
sangat membantu kehidupan,5
senang,5
mantap,5
mantap sangat lancar,5
baik,4
bagus sekali,5
baik sekali,5
baik,5
BSU 2025 belum cair. tolong lah di percepat.,5
sangat bagus,5
luar biasa saya penting nya jmo,5
memuaskan dan sangat membantu☺️,5
"saya sudah terdaftar di JMO tapi saat mau masuk selalu gagal, padahal email dan Sandinya udah benar.",4
sangat bermanfaat dan baik,5
"setelah terakhir update,sampai skrg saya tdk bisa login lagi. terimakasih",1
bagus,5
khusus apk nya yg buat kurang update bikin susah terutama saat masuk kan tanggal lahir tolol x2,1
alhamdlillah,5
bagus buat kerja,5
bagus,5
mantap,5
bagus,5
terimakasih,5
Good,5
bagus manfaat,5
tolong permudah updet rekening,5
mantab,5
baik,4
sangat baik,5
cakep dan sangat bagus,5
terbaik,5
di pemberitahuan tinggal nunggu kartu nya tapi sampe skrng belom muncul juga krtu KPJ terbaru nya,2
mantap,5
bagus dan sangat membantu dalam informasi terkait BPJS KETENAGAKERJAAN,5
baik,4
sangat membantu,4
sangat bagus,5
mudah prosesnya,5
knpa sering update siiih mnyebalkan tau,1
sangat membantu terima kasih,5
sangat baik dan bermanfaat,5
sangat memuaskan,5
Bagus dan sangat bermanfaat,5
Alhamdulillah bagus aplikasi nya,5
Gampang di mengerti,5
good,5
sangattt bagus,5
siiippp,5
mantap👍,5
bagus sekali,5
cukup membantu,5
bagus,5
puas,5
mantapp,5
good,5
sangat baik proses jmo,5
tingkatkan kualitasnya,5
keren,5
bagus mantab good..,5
mantap,5
saya lupa Pasword Bos gimana caranya kok ngak ada kode nya terkirim lewat email saya dan pesan,5
"Cepat, kilat",4
bagus,5
mantap,5
sangat membantu,5
sangat membantu,5
ok mantap,5
males ga dapat,1
baik,5
sangat bagus,5
sangan puas,5
alhamdulillah lancar,5
mntaapp,5
good,5
sukses,5
sangat membantu,5
sangat membantu,5
oke,5
baik sekali,5
good aplikasi,5
pelayanan cepat,5
aplikasi cepat,5
"suka error, aplikasinya kurang Joss ..",1
makin mudah,5
update hampir tiap hari,1
kalo ga berhasil gw turunin bintang nya😊,5
worth it,5
ok,5
baik sekali infonya,5
kenapa screenshot gak bisa ? gimana kita bisa komplain ke perusahaan ? mau mencairkan uang sendiri saja dipersusah,1
ksih bintang 4 dulu. skrang baru bisa login kembali.,4
mantap lebih cepat cairin bpjs,4
tidak mendapatkan bsu kata nya kriteria ga masuk padahal gaji cuma 1.9,1
puas,5
Lebih mudah dan lengkap.,5
baik,5
mantap gampang akses memudahkan pengguna,5
ok,5
bgus,5
kenapa iya punya saya belom cair,5
dapat memudahkan kita,5
bagus,5
cepat mudah,5
sangat baik,5
good,5
terbaik 👍💪,5
sangat puas dengan pelayanannya nya,5
saya suka..karna aplikasi ini sangat membantu saya,5
mantap sangat memudahkan terimakasih....semoga JMO semakin berkembang dan kuat....Aamiin 🤲🤲🤲,5
good,5
kenapa susah bgt si untuk login .tolong perbaiki yg betul .jgn cuma duduk doang sambil main hp .perhatikan keluhan kami apa kendala pada aplikasi ini,1
Kaalu untuk mengganti nomor rekening gimana ya ?,3
good,5
terbaik,5
baik,5
cepatttt bngettt🌟🌟🌟🌟🌟,5
mantap,5
love² dah sama Jamsostek,5
bagus,5
ok,5
layanan baik,5
good,5
menjadi yg terbaik,4
payah,1
sukses,5
mantap,5
alhamdulillah klaim JHT pakai aplikasi JMO mudah skali aja lngsung beres tinggal nunggu cair,5
mantap saya suka app ini,5
oke baik,5
bagus,5
baik banget,5
"jmo sagat bagus,karna biaya untuk kdpan akan terjamin untuk di hari tua",5
terpercaya,5
baik,4
sangat bagus.setiap saat bisa cek saldo kita.,5
Bagus perlindungan saat resign/phk,5
mantap,5
bagus,5
bagus,5
sangat membantu sekali,5
sangat membantu dengan baik,4
apk yg sangat mudah dalam pengajuan klaim JHT..terima kasih,5
bagus,4
"sangat puas sekali dengan aplikasi jmp, semua urusan dan penghinaan data ngak ribet jadi kalau ngak sempat datang ke kantor BPJS juga bisa👍",5
ok,5
nyaman dan lepih peraktis,5
untuk masalah klaim jht tolong dipercepat dong min jangan dipersulit😴,3
sangat membantu,5
sangat mudah di gunakan dan sangat membantu,5
naice,5
saya kecewa sama apk jmo udah jln beberapa bulan tetap tidak bisa login juga ini apk gimana sich kok semakin lama makin jelek,1
"bagus,mudah untuk dijangkau dari rumah maupun dari manasaja....👍👍👍👍",5
capek mondar mandir ngantri gara gara apk nya verivikasi mukanya gampang bgt Ter blokir. susah bgt buat pengkinian data,1
sangat baik,4
aplikasinya sangat bgus cuman sering update,4
sangat bermanfaat dan sangat membantu.,5
proses cepat tanpa antri,5
good jobs,5
keren,5
kasih bintang 4 dulu kak,4
bagus,5
jmo dibantu bu lely buat akun..trims mba lely bantuannya,5
oke,5
keren,5
sangat membantu,5
sangat mudah digunakan,5
bagus,5
sangat baik,5
"semenjak ada jmo lapor berkala jauh lebih mudah , ga perlu ke kantor cabang lagi , sangat mempersingkat waktu bagi saya terimakasih BPJS ketenagakerjaan",5
kenapa penginian data saya g bisa ke buka dan gagal terus padahal saya ingin menggabukan saldo JHT saya,3
"Aplikasi yg bagus, mempermudah pekerja, bisa lihat saldo JHT, mau klaim tidak ribet, cepat dan amanah",5
rating yang menjelaskan,5
sangat membatu,4
trima kasih jmo atas kerja SM y sangat membantu untuk semua orang,5
sangat membatu,5
sangat membantu respons cepat,5
"aplikasinya cepet, prosesnya cepet gak perlu datang ke kantor",5
good. tambahkan kontak chat AI agar mempermudah user mengajukan pertanyaan,5
lebih cepat tanpa ke kantor BPJS lagi👍👍👍👍👍,5
pelayanan baik,3
luar biasa,5
maasyaa Allah bpjs sangat membantu dalam segala aspek kehidupan. pelayanan yang ramah. dan cepat. sukses selalu BPJS,5
ini bagus sangat membantu,5
semakin enak d gunakan aplikasibnya,5
ok banget,5
sayang bermanfaat,5
mantul,5
sangat berguna,5
sangat mudah di gunakan,5
sangat mudah,5
terimakasih,5
sangat akurat cepat,5
pelayanannya mudah dan cepat 👍🏻,5
aplikasi ini sangat memudahkan pelanggan,5
tidak bisa login aplikasi yg sangat jelek,1
mantp,5
"tunggu berapa jam ini notifikasi pengkinian data ya, tolong segera di perbaiki jmo ini",1
"kenapa pada saat proses verifikasi wajah selalu gagal, padahal saya belum sama sekali melakukan foto. tapi sudah dinyatakan gagal 3x melakukan verifikasi wajah. bagaimana ini, katanya mudah proses klaim manfaat jht dari aplikasi. kok jadi makin sulit?",1
"menu saldo saya tidak muncul di ponsel Android, mohon bantuannya",1
wih bener bener cepet pencairan lewat aplikasi ini,5
Sangat bgus,1
ok,5
ok bagus,4
mantap iskal,5
pencairan dana cepat,5
sangat membantu dan memudah kan JMO.semuga JMO semakin sukses dan memudahkan,5
lambat,2
nunggu ini smpe 5bulan dengan penuh kesabarann yang sangat total ehe,3
mantap,5
good,5
"woy bsu gua belom cair lawak,,yg gajinya 7jt 8jt malah cair duluan tod tolol",1
penagajuan nya sangat mudah,5
good for all,5
sangat puas,5
"JMO sangat membantu , terimakasih 🙏",5
terimakasih banyak 🙏🏻😇,5
bermanfaat,5
mudah lebih. cepat,5
memudahkan sekali,5
Aplikasi nya mudah di pahami dan tampilan menu aplikasi dapat dengan mudah di mengerti. Semakin baik lagi untuk pelayanan ke masyarakat untuk kedepan nya. Terimakasih JMO,5
bagus,5
bagus,5
sangat mempermudah,5
"Sangat mempermudah, meskipun kadang suka error, tapi gpp tetap coba secara berkala. Pengisian data tidak ribet, di case saya tidak sampai 1 jam dana langsung masuk ke rekening, keren sekali✨️🤌",5
bagus bisa cek sendiri,5
"sangat baik, dan gampang d proses",3
"suksek trus bpjs kyenagakerjaan ,trimakasi sudah membantu",5
mantep,5
mantap,5
baik,5
👍👍👍👍👍,5
"mantap, mudah klaim jht",5
sangat membatu,5
app gak jelas udah punya lama masuk tidak bisa,1
saya menyukai,5
Aman terkendali,5
pelayanan yang sangat baik .,5
proses Klaim JHT online prosesnya sangat cepat 1 jam langsung cair👍👍👍👍👍,5
terimakasih sangat mempermudah,5
real dan cepat keaman terjamin good job,5
lebih mudah,5
aplikasi nya bagus dan sangat bermanfaat,5
"Ribet sekali Aktivitas akun harus datang ke kantor cabang ,untuk aktivasi mandiri tolong di update segera ,karena fitur ini sangat membantu apalagi buat saya yang tidak punya cukup waktu untuk datang ke kantor cabang",1
mantap,5
sesuai keinginan apk tidak neko neko 1000 bintang kalo ada!!!,5
mudah di mengerti,5
good,5
terimakasih sangat membantu kami,5
sangat bagus,4
sangat membantu,5
sangat baik,5
mantap...sangat istimewa,5
sangat baik,5
mantap,5
bagus,5
sangat membantu sekali,5
"mantap,akurat,cepat",5
mantap,5
mantap,5
sangat membantu,5
bagus,5
good,4
bagus buat simpanan tambahan,5
sangat membantu,5
aplikasinya bagus memudahkan kita,5
"eror, GK bisa di buka, ngecek BPJS ketenagakerja",3
mantap,5
sangat membantu,5
"Masih mending waktu namanya JAMSOSTEK dr pada bpjs sebelum di ambil alih,,, Inilah indonesiaku 😐😐",5
"pelayanan bagus,dan memuaskan",5
trmkasih,5
aplikasi semakin eror,1
instan dan cepat,5
baik,5
sangat membantu dan bermanfaat,5
Alhamdulillah pelatanannya sangat baik,5
nice,5
oke mantap,5
👍👍,5
bagus kali apknya saya senang kali,5
baik,5
sangat bagus,5
baik,5
Mudah dan sangat lancar,5
bagus,5
terimakasih,5
setelah dwonload yang terbaru malah susah login. email password sudah benar malah saya penasaran ganti password baru tapi tetap masih gak bisa login data saya pakai wifi pakai data biasa. tetap tidak bisa login. mohon solusinya agar bisa login. 🙏🙏,3
ok,5
sangat membantu pokoknya top markotop terimakasih sukses selalu,5
ok,5
"mudah"" BSU dapet terus",5
Sing Penting Ga di persulit bintang 5 klo riber bitang kecil aja Bos,5
apk ga mutu,1
mantap,5
mohon penjelasannya saldo dijht saya hilang belum pernah melakukan klem,5
"aplikasi yang sangat bagus dan cepat untuk cek saldo ketenaga kerjaan, pokok mantap dah",5
"bagus, semoga dapet bsu",5
bagus dan sangat membantu,5
ok,5
baik membantu,5
luar biasa,5
bagus,5
sangat efisien,5
"di persulit trus jelas"" data saya yg di situ, verivikasi wajah gagal trus, di suruh sama, sama KTP muka nya, KTP 2016, ini 2025 jelas beda lah bro",1
jos,5
mantapp,4
Bagus sekali,5
sangat bermanfaat,5
ok,5
mantab,4
👍,5
mantap,5
apk nya bagus sangat membantu,4
"bagus, fastrespon",5
"Aplikasi tidak jelas eror terus aneh, bikin sulit saja.",1
bagus,4
baik dn bagus,5
sangat baik dan bagus banget terimakasih jmo,5
mudah mudahan bermanfaat,5
aplikasi nya bagus sangat membantu,5
"kenapa notifikasi pengkinian data lama sekali, seharusnya di atasi biar cepat minimal paling lambat 10 menit atau 20 menit,itu saja dari saya biar gercep",1
oke,5
"aplikasi apa ini, akun sudah benar kata sandi sudah benar. malah ga bisa log in. di infoin ga bisa masuk",1
jelek sering nggak bisa login,1
kenapa aplikasi ini kenapa tidak bisa masuk,4
sangat baik,5
setelah update malah tidak bisa masuk login,3
"Tidak bisa login, malah disuruh datang ke kantor terdekat",1
yah gitu,5
mantap,5
"kenapa saya mau login, terjadi kesalahan terus ,tolong bantuannya🙏",3
aplikasi aneh email sandi udah bener tpi gk bisa login verifikasi via email ganti sandi cuma sehari langaung error lagi,1
ga bisa login padahal password udah bener,1
Aplikasinya semakin tidak jelas... login gagal terus,1
email sama password sama kok slah memasukan email dan password gimana maksudnya aplikasi ini...,1
email betul kata sandi betul masih aja gak bisa masuk MAUNYA GIMANA.....,1
ini apk login gagal mulu udah reset sandi sama aja,5
"Malah tidak bisa di buka, ....aplikasi sampah",1
"Mohon penjelasannya,, kenapa aplikasi JMO saya tidak bisa masuk.? padahal sandinya sudah betul dan email.. tapi kenapa di bilang anda memasuka sandi atau email yg salah... mohon penjelasannya.",1
"aplikasi yang sangat mempersulitkan ,,banyak kali kendala nya untuk mencairkan lewat aplikasi ini koneksi lah ,,ntar jaringan udah bagus foto tidak sama dengan KTP lah ,,saldo yg di cairkan tidak tersedia ,,bagi saya sama sekali tidak membantu aplikasi ini di tambah lagi email sama sandi yang biasa saya masukkan salah Mulu ,,",1
"harus login setiap mau buka apk , kata sandi sudah benar tapi tetap tidak bisa login",1
"baru aja buka pake email dan password nya login bisa, giliran di update apknya langsung gabisa login, malah dbilang pasword sama sandi salah, trus uang yang diapknya ini mau dikemanain lgi sama pemerintah",1
"sangat disayangkan aplikasi pemerintah kok kayak gini,,,dikit2 diperbarui,ujung2nya gak bisa login mau pemeliharaan sampai kapan wahai pejabat",1
Tidak bisa login padahal sandi sudah benar,1
"sandi dan email udah bener tapi nggak bisa login, aneh",1
gmna cara cek nomor rekening dari aplikasi JMO YA,5
mantap keren sangat membantu saya,5
ko ga bisa masuk ke aplikasinya padahal pasword dan sandi ya udah benar nich.malah salah pasword gmn sich niat apa ga ya nich aplikasi ya,5
good,5
sering error aplikasinya,1
gimana ini tiba tiba akun saya kok nggak bisa di buka padahal mau cek bsu,1
bagus,5
baik,5
sangat membantu,5
pelayanan mudah,5
Semudah itu dan Segampang itu ya JMO,5
mantappp,5
sangat sangat baik,5
bagus,5
keren ok👍,5
ini kenapa di update malah ga bisa masuk sandi ga salah malah mental,1
Sangat Bagusssssssss,5
"udah masukin email serta password dengan benar, tetep gabisa, akhirnya 3x gagal malah harus ke kantor terdekat",1
memudahkan urusan,5
apik,5
nice,5
Alhamdulillah,5
"bagus ,inpormasi sangat membantu",5
maju terus jmo,5
good,5
cepat dan tepat,5
mantap,5
👍👍👍,5
baik,5
"pencairan dana mudah, tdk perlu ke kantor",5
baik,5
sangat baguss,5
is the best,5
"aplikasi nya mudah untuk digunakan, lebih simple jadi ga usah ke kantor BPJS ketenagakerjaan langsung 👍🏻👍🏻",5
bagus sekali cepat tidak ada hambatan,5
bagus,3
bagus bisa cek saldo dan program2 nya,5
mantap,5
bagus,4
sangat baik dan mudah untuk pekerjaan,5
mantaf aflikasinya sangat membantu dan mendukun trimakasi,5
sangat bermanfaat,5
sangat membantu proses pekerjaan,5
lama bgt loading nya,5
cukup bagus,2
bermanfaat,5
bagus mudah,4
sangat bagus,5
puas,5
👍,5
aplikasi agak mengecewakan karena harus update aplikasi terus,3
Sangat membantu kami,5
mau daftar pas masukin otp gagal terus padahal udah bener otpnya tapi tetep gabisa,1
good,5
bismillah,5
aplikasinya mantap,5
mantap,5
the best,5
"Capek² antri ke kantor cabang sama cs nya di suruh online, sudah siapp ngisi data d Jmo dan pengkinian data telah berhasil,dan pas klaim manfaat jht eh di alihkan ke websit lapak asik, sudah ngisi di lapak asik nunggu jadwal wawancara sampai nunggu 2minggu, please ini lagi Urgent nggk lagi becanda",5
ada apa sih jmo? masa error terus??,1
cepat dengan semua syarat terpenuhi ya,5
bagus bgttt,5
sangat mudah menggunakan dan sangat membantu,5
terimakasih bpjs tk,5
jos,5
bermanfaat,5
notif pengkinian lamaaaaaa,5
sangat membantu dengan baik,5
mantap,5
Keren,5
mantap,5
kurang lancar,5
bagus,5
sudah sangat baik,5
sangat bagus dan membantu,5
ok,5
sangat membantu,5
mantap,5
"Kenapa BPJS yang sekarang di persulit, harus minta kartu Identitas atau slip gaji ke PT yang lama",1
helpfull,5
akhirnya bisa di bantu untuk menggabungan data thankyou mas,5
mantapp,5
bagus,5
aplikasi paling nyaman di gunakan,3
ok,5
mantap,5
okey,5
sebaik nya JMO ini harus ada sistem QRIS nya untuk kebutuhan rakyat Indonesia,4
recommended,4
mantapnyooooo,5
lengkap dan jelas,5
aplikasi mudah dan bagus,5
gak bisa klaim jht,2
aplikasi bagus,5
mudah dan cepat,5
baik,5
memudahkan pengguna bpjs ketenagakerjaan,5
"pemerintah, kalo bikin aplikasi tidak pernah serius",1
ok,5
sangat berguna sekali,5
salam sukses & semoga selalu amanah untuk rakyat Indonesia,5
Alhamdulillah,5
bgus,5
sangat membantu,5
mksh udh bantu,5
terimah kasi sudah melayani kami dengan baik,5
terbaik,5
sangat baik,5
sangat membantu,5
Apk nya berguna bgt 🥰🥰,5
mantap,5
JMO aplikasi terbaik. pencairan sangat mudah sekali. saldo masuk hitungan detik ke rekening saya setelah proses klaim selesai. sukses selalu jamsostek🙏,5
"ribet, katanya bisa online, tidak ada kelonggaran, ada musibah kehilangan KTP malah disuruh bikin KTP baru bisa di cairkan, orang mau cairkan hak pun susah",1
bagus,1
cuku membantu,4
ok,5
terima kasih JMO🙏🏻sangat membantu & memudahkan kami🙏🏻semoga jaya selalu🤲🏻,5
mantap.,5
siang cara merevisi data jmo gmn?,5
"mantap , sangat membantu dan mempermudah",5
sy membantu banget,5
sangat baik dan bermanfaat,5
bagus dan bermanfaat,5
"Tolong diperbaiki, masalah input data, ketika data sudah selesai diinput dan dikirim, sudah dikonfirmasi dan nunggu pemberitahuan, tapi ketika keluar nanti disuruh input ulang data. ribet banget",4
mantap,5
pelayanan sangat baik,5
mantap,5
semua dipermudah apabila data peserta sesuai,5
kenpa tidak bisa di buka jmo ny padahal sudah di pebaruhin tapi tidak bisa di buka,5
sangat membantu dan mudah,5
JMO MANTAP,5
semua jadi gampang,5
bagus,1
"baguss.... cepattt, dan akuratt",5
mantap,5
"kenapa saldo jht saya ketika pindah kerja tidak masuk ke status yg baru, padahal no bpjs sama, dan tidak pernah cairin bpjs. malah buka saldo baru.",4
pelayanan sangat bagus,5
cakep,5
sangat bagus,5
sangat bagus ❤️👍,3
"sangat mudah untuk melakukan pencairan, terima kasih",5
sangat baik,5
"JANGAN DOWNLOAD NI APK SUMPAH, KOK MAINTENANCE GA SELSAI² APLIKASI GA GUNA",1
aplikasi sangat bermanfaat untuk berbagai informasi tentang BPJS.,5
sangat bagus,5
sangat puas,5
sangat baik,4
Keren,5
sabar KLO ingin berhasil,5
baguss,5
mantab,5
ok,5
mempermudah,5
mudah dan memudahkan,5
"mudah di gunakan ,dan tanpa kendala ,semoga kedepannya lebih bagus lagi",5
sangat membantu klaim online bpjs ketenagakerjaan terima kasih,4
mantap,5
proses mudah,5
terbaik,5
"Verifikasi Pengkinian data (Lapak Asik) lama banget padahal data sudah benar 100% semua, mau cairin duit sendiri nyampe gini nya duh",2
baik cepat cairnya cuman 5detik saldo lngsung masuk sukses salalu,5
Sangat membantu....Bagus banget,5
sangat membantu,5
"parah mau klaim JHT d persulit ,koneksi gagal lah ,no ferifikasi tidak sesuai lah pdahal yg d kirimkan no ny itu ,kluar buat liat SMS no ferifikasi malah balik LG k menu awal ,blum captce yg sulit muncul , refresh trs captce susah muncul",1
bagus,5
"klaim JHT kenapa di persulit Skali padahal sudah di ajukan semua tapi gagal trus,,mau nya apa sih,padahal saya mau ambil hak sya kok di persulit,,indah nya Indonesia ini",1
"mudah, banyak fitur",5
sesuai waktu yg ditentukan. sering kendala masa waktunya terlalu lama. tp praktis cara kerjanya. SMG kedepannya LBH baik,5
siip,5
pelayanan nya cepat dan Ramah,5
"simple, Praktis",5
oke bagus dan membantu,5
semoga cepat diproses,5
oke,5
bagus,5
setelah mengalami beberapa kendala akhirnya bisa klaim dengan sangat mudah. terima kasih. aplikasi yang sangat membantu.,5
APLIKASI TOLOL,1
bagussa,5
bagus,5
cepat dan mudah mantap,5
lumayan,3
Aplikasinya tdk bisa di tampilkan di layar monitor,3
"sering error dan notifikasi tidak sesuai. aplikasi berat. semoga dapat secepatnya ditingkatkan, teknologi untuk membantu bukan untuk menambah kerumitan prosedural",2
mantap,5
"Susah kaliii lahh mau klaim hak sendiri juga,Segala dipersulit ahh bukannya menjadi solusi malahh gak guna banyak kendala",5
